x,y,z
0.20196619999999998,0.1287639,-0.14711780000000002
-0.2013243,0.11392710000000002,-0.1550316
-0.17863549999999997,0.4281535833333334,-0.025155416666666666
0.191137,0.4902433333333333,-0.00902122222222222
-0.013928687500000002,0.77502765625,-0.1423079375
0.6806586,1.3417324000000002,0.28281459999999997
-0.6382434,1.3677839999999999,0.2856686
0.4906409,1.3153077000000002,0.1305427
-0.42369054545454543,1.3378409999999998,0.12815036363636362
-0.19444440000000002,1.3352270999999998,-0.022687700000000005
0.23539878571428569,1.3200295000000002,-0.0230535
0.032995333333333335,1.4737404444444442,0.024218000000000003
