x,y,z
1.3302605714285713,-0.2526005714285714,0.22258985714285712
1.373339,-0.2867898888888889,-0.024662444444444445
1.3990594666666667,-0.05383126666666667,-0.06713873333333334
1.4189125555555555,0.09049,0.27661644444444444
0.09649674999999999,0.07229037500000002,0.282621625
0.7983811250000001,-0.05547046875,0.13606212499999998
0.409296625,0.011540249999999998,0.09243337500000001
1.3246550000000001,0.1629629,0.4505953
1.5096003333333334,-0.0008551111111111133,0.09750122222222221
0.49256833333333333,-0.30392144444444447,0.07119711111111111
0.11382016666666667,-0.21791616666666666,0.0358925
1.4078755714285713,-0.03540128571428571,0.45186385714285715
