x,y,z
0.27382049999999997,0.10766350000000001,-0.40533900000000006
0.2736239090909091,0.128309,-0.6657332727272728
0.2689337857142857,0.4588126428571429,-0.3959655
0.25154478947368414,0.5012728421052631,-0.6618124210526316
0.24526036111111113,0.8034621666666666,-0.5238476111111111
0.2244424,1.0331208,-0.07715559999999999
0.212713,1.0352522,-0.9621590000000001
0.279503375,1.2677817500000002,-0.2120535
0.24933924999999998,1.2710155,-0.8091767500000001
0.2554584444444445,1.4268743333333331,-0.31901399999999996
0.23010627272727271,1.4403827272727272,-0.6962284545454547
0.19292499999999999,1.612834888888889,-0.5086191111111111
