x,y,z
0.1270941111111111,0.5749032222222222,-0.12105
0.06331761111111112,-0.04599752777777778,-0.20398638888888881
0.1268745,-0.3934817,-0.2230874
0.2755121818181818,0.5435374545454544,-0.12780345454545455
0.3863186666666667,0.7339978888888888,-0.053209
0.263156,0.9238203333333331,-0.04737566666666667
0.06160475000000001,-0.7520358749999999,-0.27202387499999997
-0.2908582,-0.2335309,-0.0903299
-0.03349488888888888,0.5694708888888889,-0.148462
-0.172922125,0.7705195,-0.09132887500000002
-0.03132466666666667,0.9425634999999999,-0.07626333333333335
0.0022937777777777774,-0.3479785555555555,-0.23403388888888893
