x,y,z
0.04943322222222222,0.6314222222222222,0.001447888888888889
0.01700402941176471,-0.05362455882352939,-0.07954291176470588
0.14527863636363636,-0.41512845454545455,-0.14549954545454546
0.2632750909090909,0.46264390909090913,-0.05826527272727273
0.33196133333333333,0.25263455555555553,-0.09236322222222224
0.42355633333333337,-0.006941,-0.023784499999999997
0.16149233333333335,-0.8238046666666667,-0.20004511111111112
-0.17074814285714285,0.45343149999999993,-0.05420157142857142
-0.10907690909090909,-0.39684,-0.158565
-0.26893944444444445,0.2604794444444444,-0.094892
-0.36473500000000003,0.03202028571428571,-0.014151571428571428
-0.13548325,-0.8158803749999999,-0.21454062499999998
