x,y,z
0.0717542,0.6969059000000001,-0.19514679999999998
0.07154233333333335,0.026996933333333337,-0.2002798
0.11164636363636364,-0.318963,-0.2772161818181818
0.28099799999999997,0.5461183333333333,-0.2653893333333333
0.40364310000000003,0.3609794,-0.2885892
0.564763,0.14760659999999998,-0.27550159999999996
0.057229222222222216,-0.7508096666666667,-0.3134032222222222
-0.16521983333333334,-0.27368258333333334,-0.031982250000000004
-0.14152345454545454,0.5542485454545455,-0.21329245454545456
-0.29047925,0.381609125,-0.223884375
-0.47420550000000006,0.21322233333333332,-0.23489083333333338
-0.21118287499999996,-0.23483225,-0.3951315
