x,y,z
0.973217,0.29641483333333335,0.20869783333333333
1.2525305555555555,0.24948211111111115,0.10321933333333333
1.4307795833333332,0.17736841666666667,0.00399925
1.41968725,-0.18339824999999998,0.00965241666666667
0.10572587500000001,0.16259287500000003,-0.025546249999999993
1.5668447272727273,0.014222727272727276,-0.055238181818181825
0.8719360999999999,-0.0048145333333333325,-0.027546899999999996
0.5026564,0.1685154,-0.13627820000000002
0.49079066666666665,-0.17175933333333335,-0.031779222222222216
0.12530825,-0.34796712500000004,0.086097
1.2254741,-0.29364710000000005,0.07586470000000001
0.9874205714285713,-0.39245385714285713,0.14118471428571427
