x,y,z
0.01100309090909091,0.11190918181818182,-0.0739239090909091
0.39710825,0.09181758333333333,-0.07834533333333334
0.35682285714285716,0.47224900000000003,-0.08392814285714283
0.0210202,0.4864838000000001,-0.05671373333333333
0.19995580555555556,0.7701544166666668,-0.14886536111111118
-0.11729066666666667,1.3386223333333334,0.5284705
0.5342166666666667,1.3272766666666664,0.5054241666666667
-0.061521000000000006,1.3748418,0.27133019999999997
0.4636251428571429,1.3861977142857143,0.2293517142857143
-0.0038085833333333305,1.410189666666667,0.05566833333333334
0.38784569999999996,1.4103074999999998,0.0571315
0.18361185714285716,1.5231309999999998,0.02745257142857143
