x,y,z
-0.13836207692307695,0.12349353846153846,0.19296338461538462
-0.14121827272727272,0.11111045454545453,-0.28184018181818177
-0.09330569230769231,0.47490915384615384,-0.2004147692307692
-0.0903936,0.49849799999999994,0.14342960000000002
-0.07368412820512821,0.8277173333333334,-0.06236151282051281
0.075411,1.0588995,-0.463951
0.0386145,1.0568441666666666,0.3844649999999999
-0.12014957142857141,1.271072142857143,0.2743892857142857
-0.075937,1.28666075,-0.38924312499999997
-0.0700738888888889,1.422338111111111,0.1418026666666667
-0.06559100000000001,1.4251656153846155,-0.2445356923076923
0.0022804000000000006,1.5862408,-0.0527706
