x,y,z
-0.47291016666666663,0.12435983333333334,-0.3631404166666667
-0.49678084615384616,0.13901769230769231,0.1493105384615385
-0.45571313333333324,0.5106725999999999,-0.29941626666666665
-0.4870914,0.5244213999999999,0.0620942
-0.44805736111111105,0.8138065555555555,-0.1498888055555556
-0.30373249999999996,1.0948978333333332,0.3160695
-0.27330566666666667,1.1224908333333332,-0.537532
-0.4674264285714286,1.3223295714285714,-0.4979642857142857
-0.49824857142857143,1.275641857142857,0.21765742857142859
-0.4879673333333334,1.4323068333333335,0.04426458333333333
-0.48024199999999995,1.4454667,-0.35411610000000004
-0.443168875,1.5989201249999998,-0.140980875
